project,tool,command
primihub_primihub,github-actions,"
primihub_primihub,github-actions,- uses: actions/checkout@v3
primihub_primihub,github-actions,build
primihub_primihub,github-actions,build --config=darwin_x86_64 --config=macos common_test network_test logistic_test
primihub_primihub,github-actions,-bin/logistic_test
primihub_primihub,github-actions,-bin/common_test
primihub_primihub,github-actions,-bin/network_test
primihub_primihub,github-actions,test --config=darwin_x86_64 --config=macos primitive_test
primihub_primihub,github-actions,test --config=darwin_x86_64 --config=macos protocol_aby3_test
primihub_primihub,github-actions,test --config=darwin_x86_64 --config=macos prng_test
primihub_primihub,github-actions,test --config=darwin_x86_64 --config=macos share_test
primihub_primihub,github-actions,isk
primihub_primihub,github-actions,isk@v2
primihub_primihub,github-actions,cache  # Optional
primihub_primihub,github-actions,"
primihub_primihub,github-actions,# - name: rm cache
primihub_primihub,github-actions,build
primihub_primihub,github-actions,build --config=linux :node :cli :opt_paillier_c2py 
primihub_primihub,github-actions,isk
primihub_primihub,github-actions,isk@v2
primihub_primihub,github-actions,cache  # Optional
primihub_primihub,github-actions,"
primihub_primihub,github-actions,- name: bazel build
primihub_primihub,github-actions,build --config=darwin_x86_64 --config=macos :node :cli :opt_paillier_c2py
primihub_primihub,github-actions,-bin/primihub-node
primihub_primihub,github-actions,-bin/primihub-cli
primihub_primihub,github-actions,-bin/primihub-node
primihub_primihub,github-actions,-bin/primihub-cli
primihub_primihub,github-actions,-bin primihub-cli
primihub_primihub,github-actions,-bin primihub-node
tweag_rules_nixpkgs,github-actions,rc
tweag_rules_nixpkgs,github-actions,rc <<EOF
tweag_rules_nixpkgs,github-actions,rc
tweag_rules_nixpkgs,github-actions,rc <<EOF
tweag_rules_nixpkgs,github-actions,run --config=nix :hello'
tweag_rules_nixpkgs,github-actions,run :hello
googleapis_googleapis,github-actions,build //google/cloud/compute/v1:compute_gen
googleapis_googleapis,github-actions,-bin/google/cloud/compute/v1/compute_gen.proto google/cloud/compute/v1/compute.proto
googleapis_googleapis,github-actions,build //google/cloud/compute/v1:compute_grpc_service_config_gen
googleapis_googleapis,github-actions,-bin/google/cloud/compute/v1/compute_grpc_service_config_gen.json google/cloud/compute/v1/compute_grpc_service_config.json
googleapis_googleapis,github-actions,build //google/cloud/compute/v1:compute_gapic_gen
googleapis_googleapis,github-actions,-bin/google/cloud/compute/v1/compute_gapic_gen.yaml google/cloud/compute/v1/compute_gapic.yaml
googleapis_googleapis,github-actions,build //google/cloud/compute/v1/...
googleapis_googleapis,github-actions,build //google/cloud/compute/v1/...
google_cargo-raze,buildkite,---
buildifier:
  version: latest
  warnings: "all"
tasks:
  # TODO(acmcarther): Add check to verify that examples are up-to-date.
  ubuntu1804:
    build_targets:
      - "..."
    test_targets:
      - "..."
# windows:
#   build_targets:
#     - "..."
#   test_targets:
#     - "..."
  macos:
    build_targets:
      - "..."
    test_targets:
      - "..."

google_closure-templates,buildkite,---
platforms:
  macos:
    build_targets:
      - "..."

  rbe_ubuntu1604:
    build_targets:
      - "..."

  ubuntu1604:
    build_targets:
      - "..."

  ubuntu1804:
    build_targets:
      - "..."

  windows:
    build_targets:
      - "..."

google_tensorstore,github-actions,remote cache write credentials'
google_tensorstore,github-actions,rc docs
google_tensorstore,github-actions,_*/cache/repos
google_tensorstore,github-actions,isk
google_tensorstore,github-actions,version', 'WORKSPACE', 'external.bzl', 'third_party/**') }}
google_tensorstore,github-actions,rc run --announce_rc --show_timestamps --keep_going --color=yes --verbose_failures //docs:build_docs -- --output docs_output
google_tensorstore,github-actions,remote cache write credentials'
google_tensorstore,github-actions,rc buildwheel-${{ matrix.os }}
google_tensorstore,github-actions,_cache/cache/repos
google_tensorstore,github-actions,isk
google_tensorstore,github-actions,version', 'WORKSPACE', 'external.bzl', 'third_party/**') }}
google_tensorstore,github-actions,rc
masc-ucsc_livehd,github-actions,cache
masc-ucsc_livehd,github-actions,key: bazel-gcc-${{ github.sha }}
masc-ucsc_livehd,github-actions,-gcc
masc-ucsc_livehd,github-actions,- run: sudo chmod +x /usr/local/bin/bazel
masc-ucsc_livehd,github-actions,build -s //...
masc-ucsc_livehd,github-actions,cache
masc-ucsc_livehd,github-actions,key: bazel-gcc-instrumented-${{ github.sha }}
masc-ucsc_livehd,github-actions,-gcc-instrumented
masc-ucsc_livehd,github-actions,query --output label_kind //...
masc-ucsc_livehd,github-actions,coverage --instrument_test_targets --collect_code_coverage --test_tag_filters=-fixme --combined_report=lcov --test_output=all //...
masc-ucsc_livehd,github-actions,-out/_coverage
masc-ucsc_livehd,github-actions,cache
masc-ucsc_livehd,github-actions,key: bazel-clang-${{ steps.configure_llvm.outputs.clang_hash }}-${{ steps.configure_llvm.outputs.llvm_hash }}-${{ github.sha }}
masc-ucsc_livehd,github-actions,-clang-${{ steps.configure_llvm.outputs.clang_hash }}-${{ steps.configure_llvm.outputs.llvm_hash }}
masc-ucsc_livehd,github-actions,${{ matrix.action }} --config=clang --test_tag_filters=-fixme --test_output=all -s //...
masc-ucsc_livehd,github-actions,build/buildtools/releases/latest/download/buildifier-linux-amd64 -O /usr/local/bin/buildifier
jpsim_Yams,github-actions,on:
jpsim_Yams,github-actions,isk test //Tests:macOSBuildTest
jpsim_Yams,github-actions,isk test //Tests:watchOSBuildTest
jpsim_Yams,github-actions,isk test //Tests:iOSBuildTest
jpsim_Yams,github-actions,isk test //Tests:tvOSBuildTest
jpsim_Yams,github-actions,isk test //Tests:UnitTests
jpsim_Yams,github-actions,if: always()
jpsim_Yams,github-actions,isk
jpsim_Yams,github-actions,isk test //Tests:UnitTests
jpsim_Yams,github-actions,-out/k8-fastbuild/testlogs/Tests/UnitTests/test.log
google_tink,github-actions,build solution.
google_elemental2,github-actions,isk"
google_elemental2,github-actions,isk-os: linux
google_elemental2,github-actions,isk-os: darwin
google_elemental2,github-actions,isk binary cache
google_elemental2,github-actions,isk-cache
google_elemental2,github-actions,isk
google_elemental2,github-actions,isk-${{ env.BAZELISK_VERSION }}
google_elemental2,github-actions,isk
google_elemental2,github-actions,isk-cache.outputs.cache-hit != 'true'
google_elemental2,github-actions,chmod +x "${BAZELISK_BIN}/bazel"
google_elemental2,github-actions,"
google_elemental2,github-actions,cache
google_elemental2,github-actions,"
google_elemental2,github-actions,- name: Configure bazel
google_elemental2,github-actions,rc
google_elemental2,github-actions,rc
liuliu_dflat,github-actions,on: [push]
liuliu_dflat,github-actions,isk
liuliu_dflat,github-actions,isk-darwin-amd64"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions," test --test_output=errors //src/graphql/tests:Tests
liuliu_dflat,github-actions," test --test_output=errors //src/tests:Tests
liuliu_dflat,github-actions,on: [push]
liuliu_dflat,github-actions,isk
liuliu_dflat,github-actions,isk-linux-amd64"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions,/setup_clang.sh
liuliu_dflat,github-actions," test --test_output=errors //src/tests:Tests
liuliu_dflat,github-actions,isk
liuliu_dflat,github-actions,isk-linux-amd64"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions,"
liuliu_dflat,github-actions,/setup_clang.sh
google_double-conversion,github-actions,build file.
dtolnay_cxx,github-actions,:
dtolnay_cxx,github-actions,runs-on: ubuntu-latest
dtolnay_cxx,github-actions,run: |
dtolnay_cxx,github-actions,-5.1.1-installer-linux-x86_64.sh
dtolnay_cxx,github-actions,run demo --verbose_failures --noshow_progress
dtolnay_cxx,github-actions,test ... --verbose_failures --noshow_progress
ChrisCummins_ProGraML,github-actions,build/buildtools/buildifier@latest
googleapis_gapic-generator-go,github-actions,-build:
googleapis_gapic-generator-go,github-actions,build
googleapis_gapic-generator-go,github-actions,isk build '//...'
googleapis_gapic-generator-go,github-actions,test
googleapis_gapic-generator-go,github-actions,isk test '//...'
googleapis_gapic-generator-go,github-actions,-deps:
googleapis_gapic-generator-go,github-actions,isk run //:gazelle -- update-repos -from_file=go.mod -prune -to_macro=repositories.bzl%com_googleapis_gapic_generator_go_repositories
googleapis_gapic-generator-go,github-actions,isk run //:gazelle -- update-repos -from_file=showcase/go.mod -to_macro=repositories.bzl%com_googleapis_gapic_generator_go_repositories
googleapis_gapic-generator-go,github-actions,-deps
googleapis_gapic-generator-go,github-actions,-deps.outputs.changed
googleapis_gapic-generator-go,github-actions,repositories.'
googleapis_gapic-generator-go,github-actions,Go deps'
googleapis_gapic-generator-go,github-actions,Go deps'
googleapis_gapic-generator-go,github-actions,-deps
bazelbuild_rules_go,buildkite,---
tasks:
  ubuntu1804_bazel400:
    platform: ubuntu1804
    bazel: 5.1.0 # test minimum supported version of bazel
    shell_commands:
      - tests/core/cgo/generate_imported_dylib.sh
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  ubuntu2004:
    # enable some unflipped incompatible flags on this platform to ensure we don't regress.
    shell_commands:
      - tests/core/cgo/generate_imported_dylib.sh
    build_flags:
    - "--config=incompatible"
    test_flags:
    - "--config=incompatible"
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  ubuntu2004_bcr_tests:
    name: BCR test module
    platform: ubuntu2004
    bazel: b12f3a93a55019276879bd2d3edbd201c913675a
    working_directory: tests/bcr
    build_flags:
      - "--allow_yanked_versions=all"
      - "--experimental_enable_bzlmod"
    test_flags:
      - "--allow_yanked_versions=all"
      - "--experimental_enable_bzlmod"
    build_targets:
      - "//..."
      - "@go_sdk//..."
    test_targets:
      - "//..."
  macos:
    shell_commands:
      - tests/core/cgo/generate_imported_dylib.sh
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  rbe_ubuntu1604:
    shell_commands:
      - tests/core/cgo/generate_imported_dylib.sh
    build_targets:
    - "//..."
    test_flags:
    # Some tests depend on this feature being disabled. However, because it's
    # enabled by default in the rbe_ubuntu1604 platform, we cannot simply remove
    # this flag here, we have to explicitly override it with 0.
    - "--action_env=BAZEL_DO_NOT_DETECT_CPP_TOOLCHAIN=0"
    # go_bazel_test rules are marked local, since the executors don't have bazel
    # installed. It appears bazel is no longer in PATH on the host machines
    # in this configuration either.
    - "--test_tag_filters=-local"
    test_targets:
    - "--"
    - "//..."
    - "-//tests/core/go_path:go_path_test"
    - "-//tests/core/stdlib:buildid_test"
  windows:
    build_flags:
    # Go requires a C toolchain that accepts options and emits errors like
    # gcc or clang. The Go SDK does not support MSVC.
    - "--cpu=x64_windows"
    - "--compiler=mingw-gcc"
    - '--action_env=PATH=C:\tools\msys64\usr\bin;C:\tools\msys64\bin;C:\tools\msys64\mingw64\bin;C:\python3\Scripts\;C:\python3;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0;C:\Windows\System32\OpenSSH;C:\ProgramData\GooGet;C:\Program Files\Google\Compute Engine\metadata_scripts;C:\Program Files (x86)\Google\Cloud SDK\google-cloud-sdk\bin;C:\Program Files\Google\Compute Engine\sysprep;C:\ProgramData\chocolatey\bin;C:\Program Files\Git\cmd;C:\tools\msys64\usr\bin;c:\openjdk\bin;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\CMake\bin;c:\ninja;c:\bazel;c:\buildkite'
    # NOTE(bazelbuild/bazel#10529): bazel doesn't register the mingw toolchain automatically.
    # We also need the host and target platforms to have the mingw constraint value.
    - "--extra_toolchains=@local_config_cc//:cc-toolchain-x64_windows_mingw"
    - "--host_platform=@io_bazel_rules_go//go/toolchain:windows_amd64_cgo"
    - "--platforms=@io_bazel_rules_go//go/toolchain:windows_amd64_cgo"
    - "--incompatible_enable_cc_toolchain_resolution"
    build_targets:
    # BUG(bazelbuild/bazel#6485): Bazel 0.18.0 crashes when loading
    # @com_google_protobuf//:protobuf. We have to exclude everything that
    # transitively depends on it.
    # TODO(#1787): There is a cc_import target in //tests/core/cgo that
    # doesn't set the interface_library attribute. This causes an
    # analysis failure.
    # TODO(#1789): go_path tests that require symlinks fail. These should
